id,department,intent,language,question,source,tags,answer
913,City Mayor's Office,cmo_issuance_of_fencing_permit_process,en,What is the process for Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, process, steps, how to",
914,City Mayor's Office,cmo_issuance_of_fencing_permit_process,tl,Paano ang proseso ng Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, process, steps, how to",
915,City Mayor's Office,cmo_issuance_of_fencing_permit_process,bis,Unsaon pag process sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, process, steps, how to",
916,City Mayor's Office,cmo_issuance_of_fencing_permit_fee,en,How much is the fee for Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, fee, cost, price, pay",
917,City Mayor's Office,cmo_issuance_of_fencing_permit_fee,en,Cost of Issuance of Fencing Permit,Citizen Charter Automated,"issuance of fencing permit, fee, cost, price, pay",
918,City Mayor's Office,cmo_issuance_of_fencing_permit_fee,tl,Magkano ang bayad sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, fee, cost, price, pay",
919,City Mayor's Office,cmo_issuance_of_fencing_permit_fee,bis,Pila ang bayad para sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, fee, cost, price, pay",
920,City Mayor's Office,cmo_issuance_of_fencing_permit_location,en,Where to go for Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, location, where, office",
921,City Mayor's Office,cmo_issuance_of_fencing_permit_location,en,Location of office for Issuance of Fencing Permit,Citizen Charter Automated,"issuance of fencing permit, location, where, office",
922,City Mayor's Office,cmo_issuance_of_fencing_permit_location,tl,Saan ang opisina para sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, location, where, office",
923,City Mayor's Office,cmo_issuance_of_fencing_permit_location,bis,Asa nga opisina moadto para sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, location, where, office",
924,City Mayor's Office,cmo_issuance_of_sign_permit_requirements,en,What are the requirements for Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, requirements, documents",
925,City Mayor's Office,cmo_issuance_of_sign_permit_requirements,en,What to bring for Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, requirements, documents",
926,City Mayor's Office,cmo_issuance_of_sign_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, requirements, documents",
927,City Mayor's Office,cmo_issuance_of_sign_permit_requirements,bis,Unsa ang requirements para sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, requirements, documents",
928,City Mayor's Office,cmo_issuance_of_sign_permit_process,en,How to apply for Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, process, steps, how to",
929,City Mayor's Office,cmo_issuance_of_sign_permit_process,en,What is the process for Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, process, steps, how to",
930,City Mayor's Office,cmo_issuance_of_sign_permit_process,tl,Paano ang proseso ng Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, process, steps, how to",
931,City Mayor's Office,cmo_issuance_of_sign_permit_process,bis,Unsaon pag process sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, process, steps, how to",
932,City Mayor's Office,cmo_issuance_of_sign_permit_fee,en,How much is the fee for Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, fee, cost, price, pay",
933,City Mayor's Office,cmo_issuance_of_sign_permit_fee,en,Cost of Issuance of Sign Permit,Citizen Charter Automated,"issuance of sign permit, fee, cost, price, pay",
934,City Mayor's Office,cmo_issuance_of_sign_permit_fee,tl,Magkano ang bayad sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, fee, cost, price, pay",
935,City Mayor's Office,cmo_issuance_of_sign_permit_fee,bis,Pila ang bayad para sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, fee, cost, price, pay",
936,City Mayor's Office,cmo_issuance_of_sign_permit_location,en,Where to go for Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, location, where, office",
937,City Mayor's Office,cmo_issuance_of_sign_permit_location,en,Location of office for Issuance of Sign Permit,Citizen Charter Automated,"issuance of sign permit, location, where, office",
938,City Mayor's Office,cmo_issuance_of_sign_permit_location,tl,Saan ang opisina para sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, location, where, office",
939,City Mayor's Office,cmo_issuance_of_sign_permit_location,bis,Asa nga opisina moadto para sa Issuance of Sign Permit?,Citizen Charter Automated,"issuance of sign permit, location, where, office",
940,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_requirements,en,What are the requirements for Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, requirements, documents",
941,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_requirements,en,What to bring for Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, requirements, documents",
942,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, requirements, documents",
943,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_requirements,bis,Unsa ang requirements para sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, requirements, documents",
944,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_process,en,How to apply for Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, process, steps, how to",
945,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_process,en,What is the process for Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, process, steps, how to",
946,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_process,tl,Paano ang proseso ng Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, process, steps, how to",
947,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_process,bis,Unsaon pag process sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, process, steps, how to",
948,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_fee,en,How much is the fee for Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, fee, cost, price, pay",
949,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_fee,en,Cost of Issuance of Ground Preparation and Excavation Permit,Citizen Charter Automated,"issuance of ground preparation and excavation permit, fee, cost, price, pay",
950,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_fee,tl,Magkano ang bayad sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, fee, cost, price, pay",
951,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_fee,bis,Pila ang bayad para sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, fee, cost, price, pay",
952,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_location,en,Where to go for Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office",
953,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_location,en,Location of office for Issuance of Ground Preparation and Excavation Permit,Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office",
954,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_location,tl,Saan ang opisina para sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office",
955,City Mayor's Office,cmo_issuance_of_ground_preparation_and_excavation_permit_location,bis,Asa nga opisina moadto para sa Issuance of Ground Preparation and Excavation Permit?,Citizen Charter Automated,"issuance of ground preparation and excavation permit, location, where, office",
956,City Mayor's Office,cmo_issuance_of_demolition_permit_requirements,en,What are the requirements for Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, requirements, documents",
957,City Mayor's Office,cmo_issuance_of_demolition_permit_requirements,en,What to bring for Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, requirements, documents",
958,City Mayor's Office,cmo_issuance_of_demolition_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, requirements, documents",
959,City Mayor's Office,cmo_issuance_of_demolition_permit_requirements,bis,Unsa ang requirements para sa Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, requirements, documents",
960,City Mayor's Office,cmo_issuance_of_demolition_permit_process,en,How to apply for Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, process, steps, how to",
961,City Mayor's Office,cmo_issuance_of_demolition_permit_process,en,What is the process for Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, process, steps, how to",
962,City Mayor's Office,cmo_issuance_of_demolition_permit_process,tl,Paano ang proseso ng Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, process, steps, how to",
963,City Mayor's Office,cmo_issuance_of_demolition_permit_process,bis,Unsaon pag process sa Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, process, steps, how to",
964,City Mayor's Office,cmo_issuance_of_demolition_permit_fee,en,How much is the fee for Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay",
965,City Mayor's Office,cmo_issuance_of_demolition_permit_fee,en,Cost of Issuance of Demolition Permit,Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay",
966,City Mayor's Office,cmo_issuance_of_demolition_permit_fee,tl,Magkano ang bayad sa Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay",
967,City Mayor's Office,cmo_issuance_of_demolition_permit_fee,bis,Pila ang bayad para sa Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, fee, cost, price, pay",
968,City Mayor's Office,cmo_issuance_of_demolition_permit_location,en,Where to go for Issuance of Demolition Permit?,Citizen Charter Automated,"issuance of demolition permit, location, where, office",
969,City Mayor's Office,cmo_issuance_of_demolition_permit_location,en,Location of office for Issuance of Demolition Permit,Citizen Charter Automated,"issuance of demolition permit, location, where, office",
