id,department,intent,language,question,answer,source,tags
733,City Mayor's Office,cmo_request_for_media_accreditation_fee,en,Cost of Request for Media Accreditation,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Media Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for media accreditation, fee, cost, price, pay"
734,City Mayor's Office,cmo_request_for_media_accreditation_fee,tl,Magkano ang bayad sa Request for Media Accreditation?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Media Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for media accreditation, fee, cost, price, pay"
735,City Mayor's Office,cmo_request_for_media_accreditation_fee,bis,Pila ang bayad para sa Request for Media Accreditation?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Media Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for media accreditation, fee, cost, price, pay"
736,City Mayor's Office,cmo_request_for_media_accreditation_location,en,Where to go for Request for Media Accreditation?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Media Accreditation:

📍 **nan**",Citizen Charter Automated,"request for media accreditation, location, where, office"
737,City Mayor's Office,cmo_request_for_media_accreditation_location,en,Location of office for Request for Media Accreditation,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Media Accreditation:

📍 **nan**",Citizen Charter Automated,"request for media accreditation, location, where, office"
738,City Mayor's Office,cmo_request_for_media_accreditation_location,tl,Saan ang opisina para sa Request for Media Accreditation?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Media Accreditation:

📍 **nan**",Citizen Charter Automated,"request for media accreditation, location, where, office"
739,City Mayor's Office,cmo_request_for_media_accreditation_location,bis,Asa nga opisina moadto para sa Request for Media Accreditation?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Media Accreditation:

📍 **nan**",Citizen Charter Automated,"request for media accreditation, location, where, office"
740,City Mayor's Office,cmo_request_for_e_library_services_requirements,en,What are the requirements for Request for E-Library Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for E-Library Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for e-library services, requirements, documents"
741,City Mayor's Office,cmo_request_for_e_library_services_requirements,en,What to bring for Request for E-Library Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for E-Library Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for e-library services, requirements, documents"
742,City Mayor's Office,cmo_request_for_e_library_services_requirements,tl,Ano ang mga kailangan para sa Request for E-Library Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for E-Library Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for e-library services, requirements, documents"
743,City Mayor's Office,cmo_request_for_e_library_services_requirements,bis,Unsa ang requirements para sa Request for E-Library Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for E-Library Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for e-library services, requirements, documents"
744,City Mayor's Office,cmo_request_for_e_library_services_process,en,How to apply for Request for E-Library Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for E-Library Services:

",Citizen Charter Automated,"request for e-library services, process, steps, how to"
745,City Mayor's Office,cmo_request_for_e_library_services_process,en,What is the process for Request for E-Library Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for E-Library Services:

",Citizen Charter Automated,"request for e-library services, process, steps, how to"
746,City Mayor's Office,cmo_request_for_e_library_services_process,tl,Paano ang proseso ng Request for E-Library Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for E-Library Services:

",Citizen Charter Automated,"request for e-library services, process, steps, how to"
747,City Mayor's Office,cmo_request_for_e_library_services_process,bis,Unsaon pag process sa Request for E-Library Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for E-Library Services:

",Citizen Charter Automated,"request for e-library services, process, steps, how to"
748,City Mayor's Office,cmo_request_for_e_library_services_fee,en,How much is the fee for Request for E-Library Services?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for E-Library Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for e-library services, fee, cost, price, pay"
749,City Mayor's Office,cmo_request_for_e_library_services_fee,en,Cost of Request for E-Library Services,"Based on the Citizen's Charter, the **Fee or Cost** for Request for E-Library Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for e-library services, fee, cost, price, pay"
750,City Mayor's Office,cmo_request_for_e_library_services_fee,tl,Magkano ang bayad sa Request for E-Library Services?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for E-Library Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for e-library services, fee, cost, price, pay"
751,City Mayor's Office,cmo_request_for_e_library_services_fee,bis,Pila ang bayad para sa Request for E-Library Services?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for E-Library Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for e-library services, fee, cost, price, pay"
752,City Mayor's Office,cmo_request_for_e_library_services_location,en,Where to go for Request for E-Library Services?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for E-Library Services:

📍 **nan**",Citizen Charter Automated,"request for e-library services, location, where, office"
753,City Mayor's Office,cmo_request_for_e_library_services_location,en,Location of office for Request for E-Library Services,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for E-Library Services:

📍 **nan**",Citizen Charter Automated,"request for e-library services, location, where, office"
754,City Mayor's Office,cmo_request_for_e_library_services_location,tl,Saan ang opisina para sa Request for E-Library Services?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for E-Library Services:

📍 **nan**",Citizen Charter Automated,"request for e-library services, location, where, office"
755,City Mayor's Office,cmo_request_for_e_library_services_location,bis,Asa nga opisina moadto para sa Request for E-Library Services?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for E-Library Services:

📍 **nan**",Citizen Charter Automated,"request for e-library services, location, where, office"
756,City Mayor's Office,cmo_request_for_library_materials_photocopy_requirements,en,What are the requirements for Request for Library Materials Photocopy?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Library Materials Photocopy:



Please ensure all documents are complete.",Citizen Charter Automated,"request for library materials photocopy, requirements, documents"
757,City Mayor's Office,cmo_request_for_library_materials_photocopy_requirements,en,What to bring for Request for Library Materials Photocopy?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Library Materials Photocopy:



Please ensure all documents are complete.",Citizen Charter Automated,"request for library materials photocopy, requirements, documents"
